gdp_growth,credit_gap,inflation,interest_rate,exchange_rate,household_debt_income,unemployment,lag_housing_price,treatment,outcome
0.06166775522199726,-0.10251749889727912,-0.33079541304586363,0.4926408864410613,-0.021807890310193923,0.08250694284401208,-1.6994114299747582,0.8262251791753062,1,0.7111076758888456
-0.3150928938766882,0.07134483383270603,0.21200346448867655,-0.4792558645502531,-1.4854152030741246,-0.27953957836843685,-0.198759917488647,0.4567407883258951,0,0.5175598972978251
1.1000917946376614,0.46584183514282396,0.2683591725399194,-0.7567282320179503,0.6144069991416631,-1.9905912417766447,-0.7989153089252267,0.39727540220500507,1,-1.145920936803239
0.7788111915073869,-2.0434207465150394,1.38356500424059,1.5732214316845219,-1.384312011736914,1.3026553185071106,0.7101224952192966,1.1869272508203934,1,-0.8759356116477854
-1.2799614679177511,-0.2274285183568625,0.3426899182939481,0.36464762868517553,1.0607270315355573,1.253846679399042,2.016947629160627,-0.7679515448830841,1,-1.3338314452220872
0.008707155927332753,-0.5830239418884147,0.14046656166106147,1.2130880023927229,-1.3459844944521515,-0.6225233692842029,-0.3093459146250546,-0.22385438257389983,0,-0.6764482474193521
0.234620177386755,-0.1820684285225384,-0.668785630208847,0.5940729050474461,-0.9923788109719188,1.1833661906339448,0.02396059190239692,0.2382712703653627,1,-0.08196884631160153
-0.57491513057006,0.665805734812012,1.0567256763623125,-0.05742764369594016,-0.3237346045169313,0.1284328417196481,0.437072833429512,-1.4383445295602177,0,1.0492781075155224
2.1388377619598034,0.8147787581590135,0.8729309615572645,0.048868285259387904,2.102914159322191,-0.21410671298028572,-0.5766906927845331,0.7937712378635714,0,3.010440905617089
-1.6484466292333462,0.5251263699594941,-0.360996642750896,-0.30830710625226265,0.8620104616813545,0.13677690288782698,-0.5477431309207278,-0.3975833807791308,0,0.40833598252719416
0.6855119247281987,-1.283421984285628,-0.14142811646331138,1.6527906496276985,0.6205978915710569,0.30818735907925193,0.4101212660312151,0.7178489076674606,0,0.5512750313645564
-1.081691198001808,-0.33515544760802535,0.45698621103461223,-0.0008838449836019478,-0.2447867492611747,-0.20076227144251413,-0.09752119307577842,0.18190209029424834,0,0.6610266348895814
1.1315589920993763,-0.06699522389763239,0.7963612304284456,-0.8942206092368068,-0.9466854069165495,-1.2461446866280446,-1.4174610698396284,0.7024567264909797,0,4.13508329191129
1.605020078194422,1.4000362915664204,0.4196707949088566,-1.0223118200319663,-1.0494705454240303,-0.5245713752173177,-0.15900439322479523,0.23577254106464154,0,1.8995985510695115
0.9790868376477104,-1.4494291504698333,0.1886073173032382,2.2069512128209636,0.14121096950979534,-0.41842201646507293,0.25078073896468656,-0.18138181236360668,0,4.138251420097995
0.9444937887345027,0.31212261923308937,0.5142952748727092,-0.3089357169283591,-0.6992591186536177,-0.5171722911054433,0.17932290232731476,0.8570210038002611,0,0.27939160586704875
-0.6445912011926339,1.2544172795973558,-1.1392598699524374,-0.5025192424503203,0.22696042137118363,1.5261406599843512,0.031058752627295887,-1.8403887663289615,1,-3.7986799315273285
0.6888144672434108,-0.631225354419406,0.6616823312597341,0.6094066053769492,1.482411002293811,-0.060952536848424665,0.6303031631929416,1.31308941191979,0,4.943240482389137
1.4650984162432754,-0.031020225852219634,0.1322750862578168,-0.33026221076075474,1.4913107494315727,0.1154592604566275,-1.0557278133594863,1.3520040787548506,1,1.0768567991228934
-2.084992455455245,1.036711561994819,-1.3910278559430047,-0.8961995232234868,2.432997896576269,2.276298724097423,-0.3312686183331041,-0.010090708291356195,1,-1.468083766387904
0.6912323790495623,1.3570688247248113,-0.39676608446465333,-0.7926254218807207,1.8119252547511493,-0.19945264232973847,-0.8720959127902289,1.3548263778513203,0,1.4597758262504361
-1.2630600132544862,0.5090042498025119,-1.7622600892177256,-0.4302239045452834,0.34924720150727684,-0.5461484480335479,1.131273774994285,-0.5841951616279656,0,-3.1460808897978474
0.43712634655214694,-0.9461427726708947,1.52545967412314,0.7080315358835149,1.1760433892944242,0.451297379856033,0.4810583984897745,-0.5594774531885985,0,0.17114934052251518
0.3817509848201302,-0.23457088914861174,-0.38010272387604965,0.4699919087355598,-0.9918602153335485,-1.0775529341448271,-0.8690148878501911,-0.9646575865515647,0,0.05683980539597161
-0.5881439109793352,-1.0780101659362826,-1.0520350992143275,-0.5784681153412295,-0.7452827742545424,0.8447162934046695,1.3415218661851736,-0.1469554661726787,1,-1.8751916345683144
-0.584186480009523,-1.8157771308274373,-0.5173323310279243,1.154816469454256,0.9757003664971375,0.3769215618242216,1.0766266171981622,-0.6350849272442782,1,-0.08580830476118453
-0.0418602805392511,0.016069491418608393,-0.6494219643021241,-0.39718443718859037,-0.07646398209692713,-0.6149193477746205,-0.6929691678778407,-1.0375049146848514,1,0.7010801834345466
0.1643013515792766,-0.5881017294670393,-1.5558012768594998,0.48433875171319124,-0.06448099358939074,0.48747476168615544,-0.08232782588699716,0.27069219217035106,1,0.20921085152843938
-0.2994487586798271,-0.45643854377140786,-1.551986650765572,-0.38071902407979574,-1.050782887425931,-0.2293230712274713,0.7545541844968834,-0.155863276105056,1,1.4048137909859348
-0.7578838021230277,-1.0606855078603756,-0.8598565693149208,-0.12976142676498248,0.8288634857621826,-0.8838042700650037,-0.21389242812359419,0.049256955305114515,1,-2.3752700501230564
0.2646059523111016,-0.9917140287268531,0.7479493048823512,0.577141473053044,0.6370642170097807,-1.1581078677387984,-1.09458969081537,1.0320133373983598,1,1.8233429939922985
-0.6109069518684221,-0.11208529469764178,1.2652542796710362,0.32375394952242714,-1.777986015381713,0.2963251414833513,2.088438525407562,1.1377184756933971,0,2.778779887331562
-0.7347240660250165,-1.028166989498539,0.31149039645016896,-0.12139248987833114,1.2909624447544998,0.02633465040241386,-0.8065667906396314,0.6301708236811768,0,0.6419501570638037
-0.2106691264798174,2.294205574668702,0.3303901571399756,-1.6847033869652042,-0.1960296736705837,-0.5945929724460611,-0.28551948391385606,-2.1355615489141933,1,-2.1490839393542935
1.2747790122801403,-1.5002792753304557,-0.04807286589466867,1.1051773530646822,0.5979317777404672,-0.09289951583627451,0.4325718413915375,-0.005314993791481894,0,-0.2702790080268188
-0.274616913018093,1.735259809528241,-0.7904838700832604,-0.616099973088795,-0.36160249462355654,-0.24818152613108782,0.48699997419181246,-0.8648659259808622,1,0.3849105735493028
0.27913422954819367,-1.7279542204494793,0.14310334630660398,1.0083785591719427,-0.7116919397228187,0.35957374872582176,1.5577872896557756,-0.9714468926159239,0,1.2586805938210295
0.1430913465900089,-1.4839486649894535,-2.364558876515043,0.41562232694832224,0.6551799122503048,-0.20782842794872916,0.2761633181931527,0.9802789870143034,0,-1.735721147129838
0.6670529140044684,-0.6650197002379574,1.5007181144465098,1.3852628774044238,0.650946786403359,-1.4895420378683262,-0.22379159726242415,0.2552364735304057,0,-2.0208493658509536
0.11824602145103273,0.506893064210611,0.2595881586146069,-0.17520647192970376,0.9506894969426781,0.7020147562222575,1.420658095556689,0.11593343350334384,1,-0.768446430199075
1.7928870070866516,-1.835513841864008,0.6378034333356128,1.751119624840788,-1.0391936443071628,0.9774811474735607,-0.8292457276005766,0.4862204799935498,0,-2.6601247217378514
1.4396965799051669,-0.6695442388484462,0.10262293191023154,1.9168293874325026,-0.7184561111841002,-2.788639067203946,0.18610487362696382,-0.41708740407613004,1,1.6739343984921973
0.8700028677775158,-0.727201186993393,1.2611011677036836,-0.19616051429716688,-1.038763436310924,-1.2907661943621735,0.07766707868084965,0.4028287279670347,0,-0.20366586629865113
-0.5693660036506504,-1.8964389216259392,0.007424929891787607,1.096724472647504,1.2420786912019044,-0.6735704578880761,0.2876564790559502,1.7375897531884166,0,0.14445551174434246
-0.7040282285195498,-0.9194605850891263,-0.6101122687933768,1.1001839140049485,-0.914883148525606,-2.3305473443609643,-0.6018564867799879,1.4869541793539722,1,0.32984048134904204
0.17806525079595034,-0.37095855591882865,-0.3369725566448069,0.540094745584558,1.684410564752838,-1.224378259338885,1.2535997940887622,1.4286293353042538,1,1.129057898093943
0.25857711768109004,0.6523343294988002,-0.14139501264914078,-0.5379372168879736,0.962020462514383,-0.7780653348896952,-0.3368576564054252,-0.05174770580564972,0,1.151585487580231
-0.6041490238966445,-0.7280220143909812,-1.4019295570554635,-0.9021158640654839,1.3311392628827887,-1.2680705649345339,1.0261999781972766,-0.2974602833606167,0,-0.20787145001556395
0.03705710695216102,0.0006670653661286322,-0.4761619178651924,1.3552171229649566,0.2731731731115566,-1.154389608122758,-0.268693159780215,-0.07938606982892818,0,2.6815476090747357
-1.017201532162238,-0.918008425851533,-0.2785021332462765,1.3778161042137618,-0.6634474197773769,0.8898350048468628,0.27316983691444485,1.0775580892727863,1,-0.48044008236092284
0.8506586225925002,0.9810557041110042,1.6649994836753046,0.2610062314465843,1.676352004496101,0.09725203262952947,-0.03800427635099464,0.5135988618104912,0,3.1488769201025537
1.4430967837594724,-0.11466893218599918,1.9810753018514569,1.071001052802692,0.44773701914484926,2.6944018437814403,-0.1155253860859293,1.5681949851042098,0,2.299969585457731
0.7367686987515699,-1.4916450004686577,-0.14235702280543677,2.4140111917129325,-1.0596974743752197,-1.1887992147724966,-0.6317477184243353,-0.566583647301134,1,-1.9975174097507467
1.623110417779743,0.34295085474308157,1.8362978758237112,0.014337026310034234,0.1696579039794427,0.8172603477347383,-1.39898827870954,0.27486543969529625,1,-0.2876862672300903
-0.2487664551357989,0.786170086639794,2.0110521086617803,0.6565022237776073,0.4725844555392918,-1.5891448456932793,0.9429158553102767,-1.571922185759341,1,-4.209840855038181
-0.5079612752542513,-1.3361757843449966,0.5176297378345467,1.274357973910624,-0.1476799118823905,-0.7350223283089491,1.007859880470764,0.4216141790639553,0,1.385705203459449
1.1628281256137971,-1.2436145882487106,0.8956373916616058,1.2532367096434962,1.1372279177959626,-0.3992759045268761,1.939681820631559,2.143083026553021,0,-1.4980895915649448
0.6948220881338687,-0.05915955443430396,-0.92195163649798,-0.18487651885466216,0.2294609830378811,0.0903650559392838,-1.0650113793586236,-1.2769785818517656,0,-1.0018618079022177
0.8336594965987674,-0.760967675449769,-0.7196522396833724,0.30403902434070806,1.9877554209923862,0.3011800121794907,-1.8067332445775721,0.22395264777302484,0,-1.3266593724705535
